Family|English|T/I|Prep|Kana|Kanji|u-stem|Root Kanji|Root|Exception|
u godan|sneer, ridicule|I||わらう|嗤う|warau|嗤|wara||
u godan|bear, carry on one's back, take responsibility for, accept a duty, be injured, owe|T|を|おう|負う|ou|負|o||
u godan|grow, spring up (archaic), cut (teeth)|T|を|おう|生う|ou|生|o||
u godan|rescue from, help out of, save|T|を|すくう|救う|sukuu|救|suku||
u godan|build (a nest), nest, haunt (a place), hang out (somewhere)|I||すくう|巣食う|sukuu|巣食|suku||
u godan|think, consider, believe (esp. heartfeltedly)|T|を|おもう|想う|omou|想|omo||
u godan|wash, investigate|T|を|あらう|洗う|arau|洗|ara||
u godan|be in time for, serve a purpose, be good enough|I||まにあう|間に合う|maniau|間に合|mania||
u godan|be fragrant, smell (good)|I||におう|匂う|niou|匂|nio||
u godan|stink, smell (bad)|I||におう|臭う|niou|臭|nio||
u godan|ask, inquire, hear, be told, implore, seek direction|T|を|うかがう|伺う|ukagau|伺|ukaga|48|
u godan|visit, speak (a large crowd)|I||うかがう|伺う|ukagau|伺|ukaga|49|
u godan|peep (through), peep, examine (esp. covertly), await (one's chance), guess, infer, gather, surmise|T|を|うかがう|窺う|ukagau|窺|ukaga||
u godan|rage, run amok, run amuck, tear around|I||あばれくるう|暴れ狂う|abarekuruu|暴れ狂|abarekuru||
u godan|do something completely|T|を|ちまう|ちまう|chimau|ちま|chima||
u godan|run around trying escape|I||にげまどう|逃げ惑う|nigemadou|逃げ惑|nigemado||
u godan|perform, do, conduct oneself, carry out|T|を|おこなう|行う|okonau|行|okona||
u godan|taste, savor, relish|T|を|あじわう|味わう|ajiwau|味わ|ajiwa||
u godan|go against, oppose, disobey, defy|I||さからう|逆らう|sakarau|逆ら|sakara||
u godan|discuss, talk together|T|を|はなしあう|話し合う|hanashiau|話し合|hanashia||
u godan|desire, wish, hope, beg, request, implore, pray, have something done for oneself|T|を|ねがう|願う|negau|願|nega||
u godan|pay|T|を|しはらう|支払う|shiharau|支払|shihara||
u godan|suit, match, become, be like|I||にあう|似合う|niau|似合|nia||
u godan|hate, dislike, loathe|T|を|きらう|嫌う|kirau|嫌|kira||
u godan|cover, hide, conceal, wrap, disguise|I||おおう|覆う|oou|覆|oo||
u godan|hesitate|I||ためらう|躊躇う|tamerau|躊躇|tamera||
u godan|tell someone's fortune, forecast, predict, divine|T|を|うらなう|占う|uranau|占|urana||
u godan|compete, contest, contend, quarrel, argue, dispute, be at variance, oppose, deny (e.g. evidence, usu. in negative form)|I||あらそう|争う|arasou|争|araso||
u godan|be burdened with, take responsibility for, carry on back or shoulder, have (something) in the background, be in front (of something)|T|を|せおう|背負う|seou|背負|seo||
u godan|compensate for, supplement|T|を|おぎなう|補う|oginau|補|ogina||
u godan|pass by one another, disagree, miss each other|I||すれちがう|すれ違う|surechigau|すれ違|surechiga||
u godan|meet, encounter (undesirably), have an accident, have a bad experience|I||あう|遭う|au|遭|a||
u godan|be prepared, be in order, be put in order, be arranged|I||ととのう|整う|totonou|整|totono||
u godan|become complete, be all present, be a full set, have everything at one's disposal, be equal, be uniform, gather, assemble|I||そろう|揃う|sorou|揃|soro||
u godan|creep, crawl|I||はう|這う|hau|這|ha||
u godan|ask, question, inquire, charge (i.e. with a crime), accuse, care (about), without regard (with negative verb)|T|を|とう|問う|dou|問|do||
u godan|behave, conduct oneself, entertain, treat someone (a drink), make tea for someone (tea ceremony)|T|を|ふるまう|振舞う|furumau|振舞|furuma||
u godan|meet (by chance), come across, run across, encounter, happen upon|I||であう|出会う|deau|出会|dea||
u godan|meet (by chance), come across, run across, encounter, happen upon|I||であう|出遭う|deau|出遭|dea||
u godan|meet, intersect|I||であう|出合う|deau|出合|dea||
u godan|be puzzled, be perplexed, have doubts, feel lost, be at sea|I||まどう|惑う|madou|惑|mado||
u godan|keep a pet, own a pet, raise a pet, feed|T|を|かう|飼う|kau|飼|ka||
u godan|eat (vulgar), drink (vulgar), receive (e.g. a blow)|T|を|くらう|喰らう|kurau|喰ら|kura||
u godan|eat (vulgar male language), live, make a living, survive, bite, sting, tease, torment, taunt, make light of, make fun of, encroach on, eat into, consume, defeat a superior, threaten a position, receive (usually unfavorable event), have sex with a woman for the first time (vulgar, male language)|T|を|くう|食う|kuu|食|ku||
u godan|loiter, putter, prowl, wander about, roam about, knock around|I||さまよう|彷徨う|samayou|彷徨|samayo||
u godan|snatch away, dispossess, steal|T|を|うばう|奪う|ubau|奪|uba||
u godan|fight, exchange blows, rally|T|を|うちあう|打ち合う|uchiau|打ち合|uchia||
u godan|handle, deal with, treat|T|を|あつかう|扱う|atsukau|扱|atsuka||
u godan|abide (by the rules), obey, follow, accompany|I||したがう|従う|shitagau|従|shitaga||
u godan|swear, vow, take an oath, pledge|T|を|ちかう|誓う|chikau|誓|chika||
u godan|sew, stitch, weave one's way (e.g. through a crowd)|T|を|ぬう|縫う|nuu|縫|nu||
u godan|harm, hurt, injure, damage|T|を|そこなう|損なう|sokonau|損な|sokona||
u godan|strike back at, bite back, turn on, rise against, oppose, defy|I||はむかう|刃向かう|hamukau|刃向か|hamuka||
u godan|do the dishes, wash the dishes|I||しょっきあらう|食器あらう|shokkiarau|食器あら|shokkiara||
||||||||||
ru ichidan||||XXXる|XXXる|ru|||51|
ru ichidan|keep, be doing|T|を|いる|いる|iru|い|i||
ru ichidan|exist, have (when noun in position of direct object is animate), stay|I|が|いる|居る|iru|居|i|52|
ru ichidan|remain (continue be)|I||まま で いる|ままでいる|mama de iru|ままでい|mama de i||
ru ichidan|see, look, watch, view, observe, look over, look on, assess, examine, judge, try, try out|T|を|みる|見る|miru|見|mi|53|
ru ichidan|wear (bodywear)|T|を|きる|着る|kiru|着|ki||
ru ichidan|be scattered|I||ちる|散る|chiru|散|chi||
ru ichidan|go, come (polite, humble)|I||おまいる|お参る|(o)mairu|お参|(o)mai|54|
ru ichidan|leave, exit, get to, produce, appear|I|から,を|でる|出る|deru|出|de||
ru ichidan|lie down, go bed, lie in bed, sleep (lying down), have intercourse, have sex, lie idle|I||ねる|寝る|neru|寝|ne||
ru ichidan|eat|T|を|たべる|食べる|taberu|食べ|tabe|55|
ru ichidan|be expressed (as in a facial expression)|I||うかべる|浮かべる|ukaberu|浮かべ|ukabe||
ru ichidan|close, shut|T|を|しめる|閉める|shimeru|閉め|shime||
ru ichidan|warm someone/thing up|T|を|あたためる|温める|atatameru|温め|atatame||
ru ichidan|stop, turn off, fasten, fix inplace, park|T|を|とめる|止める|tomeru|止め|tome|56|
ru ichidan|throw away, abandon, cast aside, resign, break up with (someone)|T|を|すてる|捨てる|suteru|捨て|sute||
ru ichidan|be born|I||うまれる|生まれる|umareru|生まれ|umare||
ru ichidan|give (polite, speaker is the recepient or his relative)|T|を|くれる|呉れる|kureru|呉れ|kure|57|
ru ichidan|forget, leave carelessly|T|を|わすれる|忘れる|wasureru|忘れ|wasure||
ru ichidan|get tired|I||つかれる|疲れる|tsukareru|疲れ|tsukare||
ru ichidan|put in, let in, take in, bring in, insert, set (a jewel, etc.), ink in (e.g. a tattoo), admit, accept, employ, hire, comply, grant, adopt (a policy, etc.), take (advice, etc.), listen to, pay attention to, include, pay (one's rent, etc.), cast (a vote), turn on (a switch, etc.), send (a fax), call|T|を|いれる|入れる|ireru|入れ|ire||
ru ichidan|be taken (photograph)|I||とれる|撮れる|toreru|撮れ|tore||
ru ichidan|get, appropriate, obtain, procure|T|を|て に いれる|手に入れる|te ni ireru|手に入れ|te ni ire||
ru ichidan|depart, go out, set out, start, be going out|I||でかける|出掛ける|dekakeru|出掛け|dekake||
ru ichidan|open|T|を|あける|開ける|akeru|開け|ake||
ru ichidan|empty, keep the day open|T|を|あける|空ける|akeru|空け|ake||
ru ichidan|break (ie. daybreak)|I||あける|明ける|akeru|明け|ake||
ru ichidan|attach, join, add, append, affix, stick, glue, fasten, sew on, apply (ointment), furnish (a house with), wear, put on, keep a diary, make an entry, appraise, set (a price), bring alongside, place (under guard or doctor), follow, shadow, load, give (courage to), keep (an eye on), establish (relations or understanding)|T|を|つける|付ける|tsukeru|付け|tsuke||
ru ichidan|turn on, light|T|を|つける|点ける|tsukeru|点け|tsuke||
ru ichidan|rush|I||かけつける|駆けつける|kaketsukeru|駆けつけ|kaketsuke||
ru ichidan|give (polite, speaker is the giver), offer up the gods, raise, elevate, do up (one's hair), fly (a kite, etc.), launch (fireworks, etc.), surface (a submarine, etc.), land (a boat), show someone (ina room), send someone (away), enrol (one's child in school), enroll, increase (price, quality, status, etc.), make (a loud sound), raise (one's voice), praise, bear (a child)|T|を|あげる|上げる|ageru|上げ|age|58|
ru ichidan|give (polite)|T|を|しゃしげる|者繁る|shashigeru|者繁|shashige||
ru ichidan|cry (out/for help)|I||こえ wお あげる|声を上げる|koe wo ageru|声を上げ|koe wo age||
ru ichidan|be visible, appear|I|が|みえる|見える|mieru|見え|mie||
ru ichidan|remember, memorize (not for a specific purpose), learn (news)|T|を|おぼえる|覚える|oboeru|覚え|oboe||
ru ichidan|vanish, disappear, be extinguished|I||きえる|消える|kieru|消え|kie||
ru ichidan|plant, grow|T|を|うえる|植える|ueru|植え|ue||
ru ichidan|convey, report, transmit, communicate, tell, impart, propagate, teach, bequeath, send a message|T|を|つたえる|伝える|tsutaeru|伝え|tsutae||
ru ichidan|make a mistake|I||まちがえる|間違える|machigaeru|間違え|machigae||
ru ichidan|appear, come out|I||あらわれる|あらわれる|arawareru|あらわれ|araware||
ru ichidan|fall down, drop, fall (e.g. rain), sink (e.g. sun or moon), fall on(e.g. light or one's gaze), be used in a certain place (e.g. money)​, be omitted, be missing​, decrease, sink​, fail (e.g. exam or class), lose (contest, election, etc.)​, crash, degenerate, degrade, fall behind​, become indecent (of a conversation)​, be ruined, go under​, fade, come out (e.g. a stain), come off (e.g. makeup), be removed (e.g. illness, possessing spirit, name on a list)​, fall (insomeone's hands), become someone's possession​, fall (ina trap), fall (for a trick)​, give in, give up, confess, flee​, fall, be defeated, surrender​, come (in the end), end in​, fall (in love, asleep, etc.)​, swoon (judo)​, consent, understand​, crash, freeze​Computer terminology, die​of animals, move the depths​of fish when it gets cold|I||おちる|落ちる|ochiru|落ち|ochi||
ru ichidan|rent, borrow|T|を|かりる|借りる|kariru|借り|kari||
ru ichidan|get up, wake up|I||おきる|起きる|okiru|起き|oki|59|
ru ichidan|hang (e.g. picture), hoist (e.g. sail), raise (e.g. flag), sit, be partway (verb), begin (but not complete), take (time, money), make (a call), multiply, secure (e.g. lock), wear / put on (glasses, etc.), cover, burden someone, apply (insurance), turn on (an engine, etc.), set (a dial, an alarm clock, etc.), put an effect on (spell, anaesthetic, etc.), hold an emotion for (pity, hope, etc.), bind, pour / sprinkle / spray onto, argue (in court), deliberate (in a meeting), present (e.g. idea a conference, etc.), increase further, catch (in a trap, etc.), set atop, erect (a makeshift building), hold (a play, festival, etc.)|T|を|かける|掛ける|kakeru|掛け|kake||
ru ichidan|concentrate on, pay attention to, remember, bear in mind|T|を|とめる|留める|tomeru|留め|tome||
ru ichidan|ask, enquire, inquire, search, look for, look into, investigate|T|を|たずねる|尋ねる|tazuneru|尋ね|tazune||
ru ichidan|show|T|を|みせる|見せる|miseru|見せ|mise||
ru ichidan|flee, run away, escape|I||にげる|逃げる|nigeru|逃げ|nige||
ru ichidan|award, give, grant|T|を|さずける|授ける|sazukeru|授け|sazuke||
ru ichidan|swell (from inflammation), become swollen|I||はれる|腫れる|hareru|腫れ|hare|60|
ru ichidan|break|I|が|こわれる|壊れる|kowareru|壊れ|koware||
ru ichidan|start|T|を|はじめる|始める|hajimeru|始め|hajime||
ru ichidan|examine, inspect, investigate, check up, sense, study, inquire, search for (in a dictionary)|T|を|しらべる|調べる|shiraberu|調べ|shirabe||
ru ichidan|bathe, take a shower, bask in (e.g. the sun), be flooded with (e.g. light), shower, suffer (an attack), draw criticism|T|を|あびる|浴びる|abiru|浴び|abi||
ru ichidan|answer|T|を|こたえる|答える|kotaeru|答え|kotae||
ru ichidan|know|T|を|ごぞんじる|ご存じる|(go)zonjiru|ご存じ|(go)zonji|61|
ru ichidan|believe, trust|T|を|しんじる|信じる|shinjiru|信じ|shinji||
ru ichidan|consider, think about|T|を/と|かんがえる|考える|kangaeru|考え|kangae||
ru ichidan|become greasy|I||あぶらじみる|脂染みる|aburajimiru|脂染み|aburajimi||
ru ichidan|be in a hurry|I||あせる|焦る|aseru|焦|ase||
ru ichidan|collect, assemble, gather|T|を|あつめる|集める|atsumeru|集め|atsume||
ru ichidan|become confused (disconcerted, disorganized, disorganised), be flustered, panic, be in a hurry, rush|I||あわてる|慌てる|awateru|慌て|awate||
ru ichidan|knock, run into, nail on, strike hard, hit and attack, try (an idea) on someone|T|を|ぶtうける|打付ける|butukeru|打付け|butuke||
ru ichidan|be able (in a position) do, be up the task​, be ready, be completed​, be made, be built​, be good at, be permitted (do)​, become intimate, take up (with somebody)​, grow, be raised​, become pregnant​|I||できる|出来る|dekiru|出来|deki||
ru ichidan|be out of, have no more at hand|I||できる|出切る|dekiru|出切|deki||
ru ichidan|get, acquire, obtain, procure, earn, win, gain, secure, attain|T|を|える|得る|eru|得|e||
ru ichidan|increase, multiply|I||ふえる|増える|fueru|増え|fue||
ru ichidan|age, grow old|I||ふける|老ける|fukeru|老け|fuke||
ru ichidan|get late (e.g. nighttime), advance, wear on|I||ふける|更ける|fukeru|更け|fuke||
ru ichidan|become ready eat (as a result of steaming)|I||ふける|蒸ける|fukeru|蒸け|fuke||
ru ichidan|run away (slang, e.g. from work)|I||ふける|ふける|fukeru|ふけ|fuke||
ru ichidan|touch, feel, experience, proclaim|T|を|ふれる|触れる|fureru|触れ|fure||
ru ichidan|swing, shake, wave, veer, deflect, lean towards|I||ふれる|振れる|fureru|振れ|fure||
ru ichidan|go mad|I||ふれる|狂れる|fureru|狂れ|fure||
ru ichidan|lay something upside down, turn something over, cover, lay (pipes), lay (an ambush), hide|I||ふせる|伏せる|fuseru|伏せ|fuse||
ru ichidan|clear up, clear away, be sunny, stop raining, refresh (e.g. spirits), be cleared (e.g. of a suspicion), be dispelled, be banished|I||はれる|晴れる|hareru|晴れ|hare||
ru ichidan|be disconnected, get out of place, be off, be out (e.g. of gear)|I||はずれる|外れる|hazureru|外れ|hazure||
ru ichidan|pass, elapse, experience|T|を|へる|経る|heru|経|he||
ru ichidan|be responsible for, take over, take up, guarantee, undertake, contract (a disease)|T|を|ひきうける|引き受ける|hikiukeru|引き受け|hikiuke||
ru ichidan|lower, be lowered|T|を|ひくめる|低める|hikumeru|低め|hikume||
ru ichidan|broaden, propagate|T|を|ひろめる|広める|hiromeru|広め|hirome||
ru ichidan|sneeze (archaic)|I||ひる|嚏る|hiru|嚏|hi||
ru ichidan|come untied, come apart|I||ほどける|解ける|hodokeru|解け|hodoke||
ru ichidan|praise, admire, speak well|T|を|ほめる|誉める|homeru|誉め|home||
ru ichidan|fall in love, be in love, be charmed with, lose one's heart to|T|を|ほれる|惚れる|horeru|惚れ|hore||
ru ichidan|be ruined, go under, perish, be destroyed|I||ほろびる|滅びる|horobiru|滅び|horobi||
ru ichidan|tell (do), order, charge, direct, tell on (someone), report, often say|T|を|いいつける|言いつける|iitsukeru|言いつけ|iitsuke||
ru ichidan|tease, torment, persecute, chastise|T|を|いじめる|苛める|ijimeru|苛め|ijime||
ru ichidan|live, exist, make a living, subsist, be in effect, be in use, function, come life, be enlivened, be safe (in baseball, go, etc.)|I||いきる|生きる|ikiru|生き|iki||
ru ichidan|admonish, warn, remonstrate, prohibit, forbid, be cautious (archaic), punish (archaic)|T|を|いましめる|戒める|imashimeru|戒め|imashime||
ru ichidan|bind (with rope, etc.)|T|を|いましめる|縛める|imashimeru|縛め|imashime||
ru ichidan|make (tea, coffee, etc.), brew a beverage (with hot water)|T|を|いれる|淹れる|ireru|淹れ|ire||
ru ichidan|insert (vulgar, usu. as part of sexual intercourse)|T|を|いれる|挿れる|ireru|挿れ|ire||
ru ichidan|be roasted, be parched, be irritated (archaic), be annoyed (archaic)|I||いれる|煎れる|ireru|煎れ|ire||
ru ichidan|shoot|T|を|いる|射る|iru|射|i||
ru ichidan|cast, mint, coin|T|を|いる|鋳る|iru|鋳|i||
ru ichidan|parch, fry, fire, broil, roast, boil down (in oil)|T|を|いる|煎る|iru|煎|i||
ru ichidan|set beyond the Western horizon (i.e. the sun)|I||いる|沒る|iru|沒|i||
ru ichidan|calm down (archaic)|I||いる|癒る|iru|癒|i||
ru ichidan|change, alter, vary, convert, revise, amend, transform|T|を|かえる|変える|kaeru|変え|kae||
ru ichidan|exchange, interchange|T|を|かえる|換える|kaeru|換え|kae||
ru ichidan|hold or carry under or in the arms, have (esp. problems, debts, etc.), employ, engage, hire|T|を|かかえる|抱える|kakaeru|抱え|kakae||
ru ichidan|publish, print, put up, hang out, hoist, fly (a sail), float (a flag, kite, etc.), tuck up (e.g. sleeves), roll up, tout (a principle, plan, etc.), adopt (a slogan), stoke (a fire), fan (a flame)|T|を|かかげる|掲げる|kakageru|掲げ|kakage||
ru ichidan|be chipped, be damaged, be broken, be lacking, be missing, be insufficient, be short, be deficient, be negligent toward, wane (of the moon), go ineclipse|I||かける|欠ける|kakeru|欠け|kake||
ru ichidan|run (race, esp. horse), dash, gallop (one's horse), canter, advance (against one's enemy, archaic)|I||かける|駆ける|kakeru|駆け|kake||
ru ichidan|wager, bet, risk, stake, gamble|T|を|かける|賭ける|kakeru|賭け|kake||
ru ichidan|suspend between two points, build (a bridge, etc.), put up on something (e.g. legs up on table)|T|を|かける|架ける|kakeru|架け|kake||
ru ichidan|hide (oneself), be hidden, conceal oneself, disappear|I||かくれる|隠れる|kakureru|隠れ|kakure||
ru ichidan|set up (e.g. a building), be prepared, prepare in advance (e.g. a meal), prepare use something (e.g. a camera), plan, scheme, fabricate in order deceive, stiffen, become formal|T|を|かまえる|構える|kamaeru|構え|kamae||
ru ichidan|feel, sense, experience|T|を|かんじる|感じる|kanjiru|感じ|kanji||
ru ichidan|wither (of a plant), be blasted, die, mature (of one's personality, abilities, etc.)|I||かれる|枯れる|kareru|枯れ|kare||
ru ichidan|pile up, put something on another, heap up, add, repeat|T|を|かさねる|重ねる|kasaneru|重ね|kasane||
ru ichidan|harden, freeze, strengthen, solidify, make (a fist), tramp down (snow, dirt), put together, collect, gather, consolidate, make secure, stabilize, settle down, strengthen (belief, resolution, etc.), establish (evidence), fortify, reinforce, support, wear for a specific purpose (armor, coat, etc.), swear, vow, tie tightly, fasten, draw a bow fully|T|を|かためる|固める|katameru|固め|katame||
ru ichidan|tidy up, put in order, straighten up, put away, settle (problem), clear (dispute), finish, bring something an end, marry off (e.g. a daughter), do away with someone|T|を|かたづける|片付ける|katadukeru|片付け|kataduke||
ru ichidan|count, enumerate|T|を|かぞえる|数える|kazoeru|数え|kazoe||
ru ichidan|change one's clothes|T|を|きかえる|着替える|kigaeru|着替え|kigae||
ru ichidan|be heard, be audible, be said be, be reputed|I|が|きこえる|聞こえる|kikoeru|聞こえ|kikoe||
ru ichidan|decide, choose, determine, make up one's mind, resolve, settle, arrange, set, appoint, fix, clinch (a victory), decide (the outcome of a match), persist in doing, go through with, always do, have made a habit of, take for granted, assume, dress up, dress to kill, dress to the nines, dress fancily, carry out successfully (a move in sports, a pose in dance, etc.), succeed in doing, immobilize with a double-arm lock (in sumo, judo, etc.), eat or drink something, take illegal drugs​|T|を|きめる|決める|kimeru|決め|kime||
ru ichidan|ban, prohibit|T|を|きんじる|禁じる|kinjiru|禁じ|kinji||
ru ichidan|break, snap, split, crack, be injured, wear out, be worn out, burst, collapse, wear off, stop working, expire (time limit, etc.), run out, be exhausted, be used up, be sold out, be broken off (e.g. of a relationship), break up, have severed ties, be disconnected, cut well, be sharp (mind), be keen, be shrewd, be witty, be short of, drop under (a certain figure), beat (e.g. a record time), dry off, curve, veer, shuffle (cards), get angry, snap (temper), flip (temper) (slang)|I||きれる|切れる|kireru|切れ|kire||
ru ichidan|wound, injure, hurt someone's feelings (pride, etc.), damage, chip, scratch|T|を|きずつける|傷付ける|kizutsukeru|傷付け|kizutsuke||
ru ichidan|spill, fall out of, overflow, peek through, become visible (although normally not), escape (of a smile, tear, etc.)|I||こぼれる|零れる|koboreru|零れ|kobore||
ru ichidan|cross over, cross, pass through, pass over (out of)|I||こえる|越える|koeru|越え|koe||
ru ichidan|burn, be burned, be charred|I||こげる|焦げる|kogeru|焦げ|koge||
ru ichidan|sit down (western style)|I||こしかける|腰掛ける|koshikakeru|腰掛け|koshikake||
ru ichidan|make, manufacture|T|を|こしらえる|拵える|koshiraeru|拵え|koshirae||
ru ichidan|compare, make a comparison, compete, vie|T|を|くらべる|比べる|kuraberu|比べ|kurabe||
ru ichidan|torment, harass, inflict pain|T|を|くるしめる|苦しめる|kurushimeru|苦しめ|kurushime||
ru ichidan|plan, plot, propose, design, intend, contemplate, scheme, attempt (e.g. suicide, murder), undertake (e.g. business), stand on tip-toes (archaic)|T|を|くわだてる|企てる|kuwadateru|企て|kuwadate||
ru ichidan|append, sum up, add (up), include, increase, inflict|T|を|くわえる|加える|kuwaeru|加え|kuwae||
ru ichidan|collapse, crumble, cave in|I||くずれる|崩れる|kuzureru|崩れ|kuzure||
ru ichidan|bend, crook, lean, yield (a point), depart (from a principle), twist|T|を|まげる|曲げる|mageru|曲げ|mage||
ru ichidan|lose, be defeated, succumb, give in, surrender, yield, be inferior to, break out in a rash due (e.g. lacquer, shaving, etc.)|I||まける|負ける|makeru|負け|make||
ru ichidan|mix, stir, blend|T|を|まぜる|混ぜる|mazeru|混ぜ|maze||
ru ichidan|recognize, recognise, observe, notice, deem, judge, asses,  approve, deem acceptable, allow, approve, deem acceptable, allow, watch steadily, observe carefully, renown, give renown to, appreciate, acknowledge|T|を|みとめる|認める|mitomeru|認め|mitome||
ru ichidan|discover, find, come across, detect, spot, locate, find fault, be used seeing, be familiar with|T|を|みつける|見付ける|mitsukeru|見付け|mitsuke||
ru ichidan|profit, get, earn, gain, have (bear, beget) a child, have a stroke of luck|T|を|もうける|儲ける|moukeru|儲け|mouke||
ru ichidan|leak out, escape, come through, shine through, filter out, be omitted|I||もれる|漏れる|moreru|漏れ|more||
ru ichidan|be well liked, be popular, be pampered (spoiled, doted upon, etc.), be welcomed, endure (the tests of time, the elements, etc.), last|I||もてる|持てる|moteru|持て|mote||
ru ichidan|want, wish for, request, demand, seek, search for, pursue (pleasure), hunt (a job), purchase, buy (polite)|T|を|もとめる|求める|motomeru|求め|motome|62|
ru ichidan|go out to meet, receive, welcome, greet, salute, hail, reach, approach, enter (a phase, era, etc.)​, accept (e.g. as a member of a group or family), call for, summon, invite, approach (a certain time, a point in one's life, etc.)|T|を|むかえる|迎える|mukaeru|迎え|mukae||
ru ichidan|view, gaze at, watch|T|を|ながめる|眺める|nagameru|眺め|nagame||
ru ichidan|stream, flow (liquid, time, etc.), run (ink), be washed away, be carried​, drift, float (e.g. clouds), wander, stray​, sweep (e.g. rumour, fire), spread, circulate​, be heard (e.g. music), be played​, lapse (e.g. inindolence, despair)​, pass, elapse, be transmitted​, be called off, be forfeited​, disappear, be removed​|I||ながれる|流れる|nagareru|流れ|nagare||
ru ichidan|throw, cast away, face defeat, give up|T|を|なげる|投げる|nageru|投げ|nage||
ru ichidan|comfort, console, amuse|T|を|なぐさめる|慰める|nagusameru|慰め|nagusame||
ru ichidan|be idle, slacken, be lazy|I||なまける|怠ける|namakeru|怠け|namake||
ru ichidan|lick, taste, experience (esp. a hardship), make fun of, make light of, put down, treat with contempt|T|を|なめる|舐める|nameru|舐め|name||
ru ichidan|line up, list, arrange in order, set up, enumerate, itemize|T|を|ならべる|並べる|naraberu|並べ|narabe||
ru ichidan|grow accustomed (to), get too familiar with, get used (to), become domesticated, become tame|I||なれる|慣れる|nareru|慣れ|nare||
ru ichidan|knead, thicken ina paste (stirring over a flame), polish (a plan, etc.), refine, elaborate, work out, train, drill, exercise, gloss (silk), soften, degum, tan (leather), temper (steel)|T|を|ねる|練る|neru|練|ne||
ru ichidan|boil, simmer, stew, seethe|T|を|にる|煮る|niru|煮|ni||
ru ichidan|place on (something), give (someone) a ride, give a lift, pick up, help on board, send out (on the airwaves, etc.), deceive, take for a ride, sing along with (musical accompaniment), let (someone) take part, excite (someone)|T|を|のせる|乗せる|noseru|乗せ|nose||
ru ichidan|get wet|I||ぬれる|濡れる|nureru|濡れ|nure||
ru ichidan|be late, be delayed, fall behind schedule, be overdue, lag behind|I||おくれる|遅れる|okureru|遅れ|okure||
ru ichidan|break, be broken, snap, fracture, be folded, turn (a corner)|I||おれる|折れる|oreru|折れ|ore||
ru ichidan|alight (e.g. from bus), get off, disembark, dismount, step down, retire, give up, quit, form (of frost, dew, mist, etc.)|I||おりる|降りる|oriru|降り|ori||
ru ichidan|teach, inform, instruct, show|T|を|おしえる|教える|oshieru|教え|oshie||
ru ichidan|fear, be afraid of, be in awe of|T|を|おそれる|恐れる|osoreru|恐れ|osore||
ru ichidan|decide, establish, determine|T|を|さだめる|定める|sadameru|定め|sadame||
ru ichidan|hang, suspend, wear (e.g. decoration), lower, reduce, bring down, demote, move back, pull back, clear (plates), remove (food, etc. from table or altar)|T|を|さげる|下げる|sageru|下げ|sage||
ru ichidan|split, tear, burst|I||さける|裂ける|sakeru|裂け|sake||
ru ichidan|disturb, prevent, obstruct, hinder|T|を|さまたげる|妨げる|samatageru|妨げ|samatage||
ru ichidan|support, prop, sustain, underlay, hold up, hold at bay, stem, check|T|を|ささえる|支える|sasaeru|支え|sasae||
ru ichidan|be stormy or choppy (sea), go through hard times, be broke, be gloomy, be glum|I||しける|時化る|shikeru|時化|shike||
ru ichidan|raise, rear, bring up (a child), train|T|を|そだてる|育てる|sodateru|育て|sodate||
ru ichidan|pass through, pass (by, time), go beyond, be expired, have ended, be over, exceed, surpass, be above, be no more than|I||すぎる|過ぎる|sugiru|過ぎ|sugi||
ru ichidan|surpass, outstrip, excel, be excellent, be superior|I||すぐれる|優れる|sugureru|優れ|sugure||
ru ichidan|save money, put aside, store, lay in stock, have a beard, grow a beard|T|を|たくわえる|蓄える|takuwaeru|蓄え|takuwae||
ru ichidan|amass, accumulate, store, leave unpaid|T|を|ためる|溜める|tameru|溜め|tame||
ru ichidan|fall, collapse, drop, fall senseless, be forced bed (by illness, etc.), die, go bankrupt, be ruined, have a bad debt, be defeated (in a game), fall (of governments, dictators, etc.)|I||たおれる|倒れる|taoreru|倒れ|taore||
ru ichidan|be sufficient, be enough, be worth doing, be worthy, be adequate|I|に|たりる|足りる|tariru|足り|tari||
ru ichidan|help, save, rescue, give relief to, spare (life), reinforce, promote, abet|T|を|たすける|助ける|tasukeru|助け|tasuke||
ru ichidan|build, construct|T|を|たてる|建てる|tateru|建て|tate||
ru ichidan|be solved, loosen, come untied, be removed (e.g. restrictions), be cleared (e.g. misunderstandings), be broken (e.g. spells, curses)|I||とける|解ける|tokeru|解け|toke||
ru ichidan|come off, be removed, disappear  (of pain, a fever, etc.), be caught, be harvested, be interpreted (as), be taken as, be attained (of balance, etc.)|I||とれる|取れる|toreru|取れ|tore||
ru ichidan|exchange, replace|T|を|とりかえる|取り替える|torikaeru|取り替え|torikae||
ru ichidan|stuff into, jam, cram, pack, fill, plug, stop up, reduce (spending), conserve, focus intently on, strain oneself do, work out (details), corner (esp. an opponent's king in shogi), trap, checkmate, cut off (one's finger as an act of apology), jam (one's finger in a door, etc.)|T|を|つめる|詰める|tsumeru|詰め|tsume||
ru ichidan|endeavor, endeavour, try, strive, make an effort, exert oneself, be diligent|T|を|つとめる|努める|tsutomeru|努め|tsutome||
ru ichidan|strengthen, emphasize, emphasise|T|を|つよめる|強める|tsuyomeru|強め|tsuyome||
ru ichidan|continue, keep up, keep on, proceed, go on|I||つづける|続ける|tsudukeru|続け|tsuduke||
